date,open,high,low,close,volume
2019-11-01,58.539605,58.605119,58.336682,58.386268,167130
2019-11-04,58.114074,58.363216,58.078403,58.221827,133360
2019-11-05,57.864922,57.984542,57.675091,57.782180,120511
2019-11-06,56.755730,56.827235,56.614696,56.796265,188124
2019-11-07,56.244491,56.435272,56.130538,56.321450,197149
2019-11-08,57.105708,57.204427,56.882711,56.993129,224453
2019-11-11,57.090584,57.147108,56.957911,57.083584,151569
2019-11-12,57.652175,57.824519,57.570641,57.648415,169903
2019-11-13,56.664485,56.843535,56.584878,56.688045,246801
2019-11-14,57.825862,57.947603,57.751517,57.876342,274806
2019-11-15,57.417059,57.538697,57.286132,57.432294,213222
2019-11-18,57.556066,57.910694,57.504030,57.836013,149120
2019-11-19,57.588309,57.889716,57.557639,57.748881,163050
2019-11-20,57.357321,57.519403,57.209485,57.323587,155663
2019-11-21,57.794212,57.874954,57.527092,57.691857,194154
2019-11-22,58.319770,58.466384,58.082960,58.200730,132599
2019-11-25,60.391354,60.583766,60.242954,60.478170,176368
2019-11-26,61.062821,61.153893,60.911965,61.045164,176591
2019-11-27,61.401677,61.779698,61.294618,61.604369,179142
2019-11-28,62.596359,62.740601,62.452639,62.629370,126045
2019-11-29,63.198299,63.303747,62.958707,63.120311,173130
2019-12-02,63.100800,63.240088,63.033797,63.102456,253298
2019-12-03,63.379921,63.484595,63.294971,63.411476,145184
2019-12-04,64.200626,64.286137,64.132617,64.201905,173673
2019-12-05,65.624145,65.809868,65.391318,65.498108,102692
2019-12-06,64.103397,64.267779,63.929506,64.126935,173376
2019-12-09,62.454245,62.614540,62.362324,62.447441,171809
2019-12-10,63.815048,63.890208,63.578498,63.669939,167563
2019-12-11,62.949157,63.087816,62.782284,62.970723,195358
2019-12-12,61.372829,61.704029,61.263068,61.523857,151788
2019-12-13,60.153353,60.231358,59.919762,60.030135,218403
2019-12-16,61.694010,61.749608,61.436805,61.600169,130511
2019-12-17,62.180753,62.499071,62.073409,62.388193,233472
2019-12-18,61.693076,61.795805,61.557111,61.705126,171641
2019-12-19,61.063294,61.120219,61.019688,61.065324,159865
2019-12-20,61.254613,61.421310,61.071253,61.129116,113783
2019-12-23,61.893783,62.079369,61.800266,61.895119,123324
2019-12-24,61.669345,61.787839,61.546901,61.654000,177674
2019-12-25,61.004831,61.153481,60.809074,60.986810,136052
2019-12-26,61.949548,62.157022,61.768245,61.992890,208722
2019-12-27,62.107288,62.247182,61.823771,61.986671,174880
2019-12-30,61.761423,61.872651,61.681812,61.834907,113976
2019-12-31,62.327489,62.428674,62.146112,62.372907,196864
2020-01-01,60.527214,60.568759,60.392640,60.527753,156278
2020-01-02,60.829973,60.984291,60.739801,60.952309,160903
2020-01-03,61.487236,61.565017,61.186603,61.324841,211323
2020-01-06,60.153253,60.242411,60.120691,60.153330,114854
2020-01-07,58.607848,58.672468,58.484789,58.535445,122864
2020-01-08,58.000878,58.122724,57.851571,58.084300,176556
2020-01-09,58.312895,58.419297,58.127569,58.250707,106436
2020-01-10,58.571968,58.641277,58.419548,58.502065,139834
2020-01-13,60.033538,60.183027,59.843921,59.948932,207858
2020-01-14,60.292857,60.324217,59.954955,60.121061,158390
2020-01-15,58.906531,59.109556,58.784068,58.955898,115426
2020-01-16,58.745630,58.931721,58.657783,58.762081,170633
2020-01-17,57.632016,57.837343,57.585863,57.705179,147086
2020-01-20,57.565810,57.708505,57.494753,57.574121,136547
2020-01-21,58.810157,58.976819,58.578556,58.751630,395978
2020-01-22,59.205379,59.265927,59.056983,59.151235,187907
2020-01-23,58.709426,58.884756,58.466923,58.565289,151620
2020-01-24,59.118460,59.262337,58.971848,59.075022,203735
2020-01-27,58.442624,58.578002,58.284180,58.442575,151335
2020-01-28,56.119516,56.290419,56.006726,56.211569,142980
2020-01-29,55.323369,55.426517,55.128128,55.251571,175406
2020-01-30,55.613679,55.745489,55.531730,55.626737,184826
2020-01-31,56.329319,56.444842,56.222082,56.254300,205137
2020-02-03,57.619959,57.787141,57.457042,57.656695,232330
2020-02-04,58.056121,58.097106,57.785262,57.951746,219010
2020-02-05,59.119454,59.201578,58.915471,59.085216,201620
2020-02-06,59.720145,59.814801,59.460892,59.631391,206864
2020-02-07,60.480439,60.550087,60.292041,60.445458,218857
2020-02-10,61.328334,61.470787,61.192707,61.413576,194357
2020-02-11,61.821744,61.908056,61.660310,61.855645,109496
2020-02-12,62.701747,62.911359,62.576258,62.822405,184316
2020-02-13,62.236939,62.344833,62.167695,62.219706,229634
2020-02-14,59.999118,60.170575,59.910436,60.131042,133158
2020-02-17,60.731415,60.905480,60.526898,60.704655,147559
2020-02-18,60.712954,61.191689,60.629301,61.044383,160327
2020-02-19,60.380686,60.521200,60.146424,60.307419,170676
2020-02-20,59.155030,59.308357,59.111668,59.253124,141665
2020-02-21,59.293862,59.498147,59.214677,59.378825,165101
2020-02-24,60.125021,60.234708,59.918904,60.001549,185037
2020-02-25,60.490652,60.669472,60.423619,60.461650,98462
2020-02-26,59.685229,59.826634,59.562002,59.609555,165825
2020-02-27,58.867760,59.071007,58.809898,58.956666,147909
2020-02-28,59.620800,59.777426,59.380435,59.534901,106221
2020-03-02,59.599867,59.665079,59.560620,59.612159,187409
2020-03-03,60.541920,60.574494,60.455772,60.531240,175926
2020-03-04,60.405149,60.539586,60.238749,60.270418,169605
2020-03-05,60.815747,60.967451,60.679577,60.922016,189590
2020-03-06,60.987387,61.035480,60.779076,60.903975,176365
2020-03-09,60.333802,60.476293,60.171564,60.298943,135337
2020-03-10,61.094580,61.186006,61.006851,61.114115,194998
2020-03-11,60.177046,60.400837,60.115625,60.275971,203528
2020-03-12,60.335137,60.524049,60.196318,60.355445,124063
2020-03-13,60.449354,60.601796,60.296551,60.523649,202831
2020-03-16,60.544169,60.607308,60.385415,60.436575,151617
2020-03-17,61.316479,61.363472,61.202770,61.308040,189701
2020-03-18,61.761570,61.875426,61.692286,61.824350,169056
2020-03-19,62.105508,62.280524,62.048355,62.239722,155903
2020-03-20,62.273475,62.361570,62.128015,62.316758,186242
2020-03-23,64.114690,64.215992,63.877931,63.996019,149749
2020-03-24,65.367449,65.452568,65.288524,65.356525,213218
2020-03-25,66.213965,66.381974,66.129542,66.231866,222166
2020-03-26,67.133330,67.312952,66.767401,66.962707,141950
2020-03-27,66.369616,66.574411,66.195615,66.410912,156090
2020-03-30,66.301881,66.503622,66.122875,66.382368,148221
2020-03-31,67.042050,67.092741,66.890884,67.001439,178762
2020-04-01,68.068987,68.223804,67.886074,68.026175,225824
2020-04-02,68.849855,69.007471,68.750579,68.910509,107270
2020-04-03,69.415914,69.548700,69.367720,69.499069,114167
2020-04-06,71.673307,71.860100,71.410601,71.518070,159391
2020-04-07,71.353313,71.495757,71.211681,71.399686,170498
2020-04-08,72.294448,72.527993,72.206403,72.452235,128627
2020-04-09,73.414708,73.611359,73.201193,73.393475,170277
2020-04-10,73.975901,74.179729,73.811921,73.876766,135233
2020-04-13,74.380399,74.501922,74.274941,74.401672,145554
2020-04-14,74.969246,75.073229,74.848047,74.908893,223553
2020-04-15,74.063515,74.324634,73.951525,74.180052,149375
2020-04-16,74.693112,74.867416,74.578078,74.622789,148719
2020-04-17,75.330830,75.488550,75.241836,75.438920,168205
2020-04-20,75.838981,75.989397,75.690436,75.804281,213859
2020-04-21,73.954446,74.167586,73.744146,73.869385,161013
2020-04-22,72.256284,72.339757,72.111265,72.245587,141554
2020-04-23,71.298778,71.629164,71.214112,71.431152,188109
2020-04-24,71.209285,71.541967,71.080567,71.336844,199423
2020-04-27,70.755049,70.838036,70.461255,70.586370,216677
2020-04-28,71.172741,71.424821,71.080897,71.254842,161310
2020-04-29,72.572025,72.651632,72.302136,72.488831,183284
2020-04-30,73.905613,74.078850,73.754749,73.892492,198312
2020-05-01,74.154178,74.451214,74.055503,74.266028,170325
2020-05-04,75.376431,75.521054,75.160225,75.436715,226355
2020-05-05,75.048097,75.219932,74.661644,74.857230,191538
2020-05-06,75.107395,75.297436,74.495398,74.716295,260593
2020-05-07,73.474563,73.612203,73.310672,73.509551,204725
2020-05-08,74.755040,74.867149,74.646977,74.798390,100541
2020-05-11,76.744436,76.989650,76.652177,76.933495,147326
2020-05-12,76.384980,76.722928,76.220118,76.574492,108612
2020-05-13,74.178070,74.492331,73.959094,74.273577,138731
2020-05-14,73.244647,73.481010,73.093266,73.293571,148324
2020-05-15,72.637462,72.755703,72.441047,72.640234,202234
2020-05-18,71.379660,71.511110,71.211524,71.305844,145813
2020-05-19,70.313580,70.397873,70.183634,70.290292,230625
2020-05-20,70.588057,70.652127,70.318290,70.513308,137704
2020-05-21,71.129465,71.316432,70.959311,71.195030,151430
2020-05-22,69.152069,69.274132,68.947827,69.159413,119380
2020-05-25,68.620233,68.781646,68.453012,68.657731,233546
2020-05-26,68.582145,68.910736,68.470954,68.712705,241490
2020-05-27,67.498614,67.835130,67.375249,67.699073,157466
2020-05-28,67.876078,68.081144,67.689331,67.944275,112401
2020-05-29,67.596394,67.904531,67.469372,67.848891,154500
2020-06-01,67.321992,67.638305,67.245346,67.436588,172480
2020-06-02,66.687128,66.849319,66.526757,66.632639,138868
2020-06-03,66.927370,67.107606,66.789468,66.909288,292937
2020-06-04,66.208513,66.310193,66.157276,66.206388,256872
2020-06-05,64.730763,64.844386,64.463885,64.616341,105113
2020-06-08,64.583148,64.770510,64.533200,64.653796,121972
2020-06-09,63.609628,63.672299,63.448529,63.544627,182531
2020-06-10,62.019731,62.232989,61.863965,62.094908,124496
2020-06-11,62.251517,62.423172,62.121770,62.225620,170369
2020-06-12,62.112857,62.169334,61.936785,62.098555,163190
2020-06-15,61.375737,61.419670,61.273518,61.356638,161152
2020-06-16,61.536828,61.716964,61.358734,61.572543,209965
2020-06-17,61.989979,62.063314,61.896874,61.960301,255724
2020-06-18,62.225012,62.353174,62.150889,62.187932,179695
2020-06-19,62.250398,62.523977,62.083501,62.384274,120208
2020-06-22,61.073952,61.153640,60.851118,60.996320,168715
2020-06-23,62.026598,62.299509,61.959612,62.141802,140640
2020-06-24,62.569224,62.769146,62.383903,62.651676,267819
2020-06-25,61.851499,62.016797,61.720504,61.829058,193549
2020-06-26,61.890659,62.039706,61.657260,61.835201,179985
2020-06-29,62.028702,62.194408,61.898942,62.008236,191453
2020-06-30,62.020418,62.054555,61.886022,61.990146,161201
2020-07-01,63.495070,63.674038,63.392028,63.603516,222573
2020-07-02,61.840816,61.934302,61.758123,61.889431,141107
2020-07-03,60.436994,60.720758,60.326137,60.623445,206903
2020-07-06,58.613654,58.854483,58.518033,58.694546,242316
2020-07-07,58.658422,58.874795,58.623704,58.776706,132788
2020-07-08,59.248847,59.404332,59.179463,59.247663,177090
2020-07-09,59.778627,59.857412,59.506580,59.568102,180617
2020-07-10,59.407817,59.487953,59.181803,59.340158,124414
2020-07-13,59.498108,59.862642,59.379280,59.699132,115584
2020-07-14,59.329141,59.557544,59.186205,59.464509,129443
2020-07-15,59.991313,60.257152,59.817814,60.108419,160649
2020-07-16,60.915168,61.142637,60.786631,61.075966,180722
2020-07-17,60.265249,60.463950,60.087073,60.290795,148389
2020-07-20,60.081961,60.198307,59.984509,60.061352,263724
2020-07-21,59.854060,60.114198,59.796261,59.970371,210353
2020-07-22,61.190750,61.255533,61.098457,61.211229,182256
2020-07-23,60.545289,60.650133,60.423795,60.525296,146149
2020-07-24,61.555626,61.725064,61.322767,61.491155,165621
2020-07-27,60.256082,60.418327,60.127525,60.241976,214354
2020-07-28,61.360454,61.398316,61.254595,61.330059,204843
2020-07-29,62.088484,62.170158,61.942168,62.091969,204290
2020-07-30,61.877271,62.071217,61.768084,61.971548,150856
2020-07-31,62.724164,62.857545,62.667378,62.799100,142810
2020-08-03,62.247407,62.516176,62.126519,62.371163,113909
2020-08-04,61.715081,61.774407,61.405565,61.576655,185746
2020-08-05,62.962657,63.187959,62.798541,63.101724,111342
2020-08-06,62.725424,62.860799,62.512765,62.635972,162124
2020-08-07,63.118550,63.364902,63.027488,63.257035,146522
2020-08-10,64.350668,64.501662,64.230560,64.276675,172063
2020-08-11,65.128000,65.317067,64.924295,65.033169,217812
2020-08-12,65.719010,65.771017,65.449490,65.605644,228299
2020-08-13,66.155625,66.409803,66.062962,66.259135,193996
2020-08-14,67.294699,67.367099,67.204880,67.278120,134448
2020-08-17,67.539012,67.703763,67.347981,67.599917,161848
2020-08-18,67.490030,67.619248,67.317668,67.579906,130817
2020-08-19,66.302642,66.358321,66.159340,66.298281,138198
2020-08-20,66.697101,66.783770,66.559686,66.615773,183616
2020-08-21,67.551963,67.703935,67.493715,67.612322,127573
2020-08-24,66.615730,66.798855,66.532382,66.582855,145277
2020-08-25,66.294200,66.540896,66.158911,66.384591,124561
2020-08-26,66.699479,66.999785,66.646860,66.804019,191870
2020-08-27,68.237163,68.406766,68.059298,68.270384,148726
2020-08-28,67.149118,67.249949,66.948852,67.175768,93518
2020-08-31,68.022037,68.111767,67.857755,67.953969,244852
2020-09-01,67.501097,67.715943,67.390789,67.628055,209681
2020-09-02,67.219878,67.308355,66.850214,67.002925,98338
2020-09-03,65.976074,66.298297,65.788512,66.153922,195576
2020-09-04,65.581663,65.701482,65.379916,65.559235,238154
2020-09-07,66.014226,66.139124,65.971714,66.042467,155342
2020-09-08,65.782976,65.904479,65.722279,65.847013,168933
2020-09-09,66.517559,66.571987,66.358815,66.535037,150289
2020-09-10,65.568388,65.637044,65.356784,65.502345,185337
2020-09-11,66.252725,66.303652,66.115466,66.170589,210721
2020-09-14,66.574883,66.760685,66.458033,66.596616,120840
2020-09-15,65.237568,65.288535,65.045232,65.205117,136415
2020-09-16,66.497633,66.784545,66.428014,66.630591,166943
2020-09-17,66.951843,67.068408,66.772531,66.970354,175879
2020-09-18,67.759321,67.805630,67.676433,67.719261,180207
2020-09-21,68.621191,69.031327,68.452692,68.856993,155106
2020-09-22,69.836143,69.972259,69.685251,69.827668,130546
2020-09-23,69.703869,69.797415,69.614090,69.721460,208212
2020-09-24,70.595090,70.788288,70.298657,70.460881,119920
2020-09-25,68.710799,68.752928,68.524873,68.693579,143908
2020-09-28,69.146350,69.215810,68.900746,69.096618,163481
2020-09-29,70.805220,71.002662,70.704717,70.834069,183741
2020-09-30,70.224182,70.383832,70.002265,70.157667,151301
2020-10-01,71.153266,71.240299,70.950652,71.093304,196470
2020-10-02,72.779908,72.970599,72.647957,72.922830,222503
2020-10-05,73.692998,73.887930,73.457842,73.658639,139287
2020-10-06,74.890010,74.986187,74.719468,74.757438,179493
2020-10-07,73.239352,73.311807,73.043289,73.131433,173085
2020-10-08,72.190420,72.319652,72.054221,72.187456,149454
2020-10-09,73.721151,73.925769,73.615909,73.685595,101057
2020-10-12,74.818373,74.863927,74.508898,74.715836,177823
2020-10-13,75.134695,75.444990,74.975486,75.263266,182775
